codigo postal,lat,lon,poblacion,provincia,comunidad autonoma,prob_c,comarca2,provincia2,comunidad2,code2,prob_2
12179,0.07781919,40424012380,Tírig,Castellón/Castelló,Comunidad Valenciana,tirig,L'Alcoià,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3129.0,tibi
25595,1243001340.0,42515186000,Tírvia,Lleida,Cataluña,tirvia,L'Alt Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12111.0,tirig
46178,-1080716040.0,39866116310,Titaguas,Valencia/València,Comunidad Valenciana,titaguas,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,252213.0,tirvia
25791,1240251480.0,41968308390,Tiurana,Lleida,Cataluña,tiurana,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46241.0,titaguas
43511,0.512382,40907378630,Tivenys,Tarragona,Cataluña,tivenys,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,252228.0,tiurana
43320,0.73207763,41043382000,Tivissa,Tarragona,Cataluña,tivissa,Baix Ebre,Tarragona,Cataluña/ Catalunya,431495.0,tivenys
43746,0.73207763,41043382000,Tivissa,Tarragona,Cataluña,tivissa,Baix Ebre,Tarragona,Cataluña/ Catalunya,431495.0,tivenys
12312,-0.24721127,40647367190,Todolella,Castellón/Castelló,Comunidad Valenciana,todolella,Ribera d'Ebre,Tarragona,Cataluña/ Catalunya,431508.0,tivissa
12230,-0.3667204,40042806960,Toga,Castellón/Castelló,Comunidad Valenciana,toga,Els Ports,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12112.0,todolella
3813,-0.27417974,38757007850,Tollos,Alicante/Alacant,Comunidad Valenciana,tollos,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12113.0,toga
8551,2227406990.0,41850027070,Tona,Barcelona,Cataluña,tona,El Comtat,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3130.0,tollos
25750,1403909110.0,41812816760,Torà,Lleida,Cataluña,tora,Osona,Tarragona,Cataluña/ Catalunya,82830.0,tona
25751,1403909110.0,41812816760,Torà,Lleida,Cataluña,tora,Osona,Tarragona,Cataluña/ Catalunya,82830.0,tona
12431,-0.6861127,39919457670,Torás,Castellón/Castelló,Comunidad Valenciana,toras,Solsonès,Lerida/ Lleida,Cataluña/ Catalunya,252234.0,tora
8490,2719251900.0,41699925250,Tordera,Barcelona,Cataluña,tordera,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12114.0,toras
8570,2263344890.0,42046914640,Torelló,Barcelona,Cataluña,torello,Maresme,Barcelona,Cataluña/ Catalunya,82845.0,tordera
3795,-0.0723226,38802050240,Tormos,Alicante/Alacant,Comunidad Valenciana,tormos,Osona,Tarragona,Cataluña/ Catalunya,82858.0,torello
25331,1053875180.0,41701486600,Tornabous,Lleida,Cataluña,tornabous,Garrigues,Lerida/ Lleida,Cataluña/ Catalunya,252249.0,torms els
12225,-0.43772301,39988639740,Torralba del Pinar,Castellón/Castelló,Comunidad Valenciana,torralba del pinar,El Alto Palancia,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12115.0,toro el
46143,-1256043000.0,40095634000,Torrebaja,Valencia/València,Comunidad Valenciana,torrebaja,La Plana Alta,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12120.0,torre den domenec la
25176,0.59453044,41426622250,Torrebesses,Lleida,Cataluña,torrebesses,El Rincón de Ademuz,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46242.0,torrebaja
12596,0.19581098,40220987390,Torreblanca,Castellón/Castelló,Comunidad Valenciana,torreblanca,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252265.0,torrebesses
12232,-0.39788353,40048997560,Torrechiva,Castellón/Castelló,Comunidad Valenciana,torrechiva,La Plana Alta,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12117.0,torreblanca
43830,1395579220.0,41145081280,Torredembarra,Tarragona,Cataluña,torredembarra,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12118.0,torrechiva
25110,0.60717468,41673084750,Torrefarrera,Lleida,Cataluña,torrefarrera,Tarragonès,Tarragona,Cataluña/ Catalunya,431536.0,torredembarra
25123,0.60717468,41673084750,Torrefarrera,Lleida,Cataluña,torrefarrera,Tarragonès,Tarragona,Cataluña/ Catalunya,431536.0,torredembarra
25126,0.60717468,41673084750,Torrefarrera,Lleida,Cataluña,torrefarrera,Tarragonès,Tarragona,Cataluña/ Catalunya,431536.0,torredembarra
25211,1273288690.0,41754438990,Torrefeta i Florejacs,Lleida,Cataluña,torrefeta i florejacs,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252287.0,torrefarrera
25212,1273288690.0,41754438990,Torrefeta i Florejacs,Lleida,Cataluña,torrefeta i florejacs,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252287.0,torrefarrera
25141,0.83184174,41580950230,Torregrossa,Lleida,Cataluña,torregrossa,Segarra,Lerida/ Lleida,Cataluña/ Catalunya,259078.0,torrefeta i florejacs
25138,0.70234051,41704685510,Torrelameu,Lleida,Cataluña,torrelameu,Pla d'Urgell,Lerida/ Lleida,Cataluña/ Catalunya,252304.0,torregrossa
8775,1729933580.0,41446806020,Torrelavit,Barcelona,Cataluña,torrelavit,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,252311.0,torrelameu
46814,-0.57202049,38988580190,Torrella,Valencia/València,Comunidad Valenciana,torrella,Alt Penedès,Barcelona,Cataluña/ Catalunya,82877.0,torrelavit
8737,1572424230.0,41387394110,Torrelles de Foix,Barcelona,Cataluña,torrelles de foix,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46243.0,torrella
8629,1981313900.0,41356709590,Torrelles de Llobregat,Barcelona,Cataluña,torrelles de llobregat,Alt Penedès,Barcelona,Cataluña/ Catalunya,82883.0,torrelles de foix
3108,-0.41885176,38606767440,Torremanzanas/la Torre de les Maçanes,Alicante/Alacant,Comunidad Valenciana,torremanzanas la torre de les macanes,Priorat,Tarragona,Cataluña/ Catalunya,431515.0,torre de fontaubella la
43900,-0.46496185,39437084860,Torrent,Valencia/València,Comunidad Valenciana,torrent,Baix Llobregat,Barcelona,Cataluña/ Catalunya,82896.0,torrelles de llobregat
46185,-0.46496185,39437084860,Torrent,Valencia/València,Comunidad Valenciana,torrent,Baix Llobregat,Barcelona,Cataluña/ Catalunya,82896.0,torrelles de llobregat
46480,-0.46496185,39437084860,Torrent,Valencia/València,Comunidad Valenciana,torrent,Baix Llobregat,Barcelona,Cataluña/ Catalunya,82896.0,torrelles de llobregat
46840,-0.46496185,39437084860,Torrent,Valencia/València,Comunidad Valenciana,torrent,Baix Llobregat,Barcelona,Cataluña/ Catalunya,82896.0,torrelles de llobregat
46900,-0.46496185,39437084860,Torrent,Valencia/València,Comunidad Valenciana,torrent,Baix Llobregat,Barcelona,Cataluña/ Catalunya,82896.0,torrelles de llobregat
46901,-0.46496185,39437084860,Torrent,Valencia/València,Comunidad Valenciana,torrent,Baix Llobregat,Barcelona,Cataluña/ Catalunya,82896.0,torrelles de llobregat
25170,0.51295011,41535080100,Torres de Segre,Lleida,Cataluña,torres de segre,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,171978.0,torrent
46595,-0.35720676,39743627330,Torres Torres,Valencia/València,Comunidad Valenciana,torres torres,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252326.0,torres de segre
25131,0.63069784,41672671850,Torre-serona,Lleida,Cataluña,torreserona,El Camp de Morvedre,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46245.0,torres torres
3180,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
3181,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
3182,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
3183,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
3184,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
3185,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
3186,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
3188,-0.68302608,37977758730,Torrevieja,Alicante/Alacant,Comunidad Valenciana,torrevieja,Segrià,Lerida/ Lleida,Cataluña/ Catalunya,252332.0,torreserona
17474,3045258120.0,42173500610,Torroella de Fluvià,Girona,Cataluña,torroella de fluvia,El Baix Segura / La Vega Baja,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3133.0,torrevieja
17130,3126215960.0,42043325130,Torroella de Montgrí,Girona,Cataluña,torroella de montgri,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171984.0,torroella de fluvia
17140,3126215960.0,42043325130,Torroella de Montgrí,Girona,Cataluña,torroella de montgri,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171984.0,torroella de fluvia
17141,3126215960.0,42043325130,Torroella de Montgrí,Girona,Cataluña,torroella de montgri,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171984.0,torroella de fluvia
17257,3126215960.0,42043325130,Torroella de Montgrí,Girona,Cataluña,torroella de montgri,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171984.0,torroella de fluvia
17258,3126215960.0,42043325130,Torroella de Montgrí,Girona,Cataluña,torroella de montgri,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,171984.0,torroella de fluvia
43737,0.81050224,41213197360,Torroja del Priorat,Tarragona,Cataluña,torroja del priorat,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,171997.0,torroella de montgri
17853,2629802030.0,42232988570,Tortellà,Girona,Cataluña,tortella,Priorat,Tarragona,Cataluña/ Catalunya,431541.0,torroja del priorat
43500,0.52500631,40811021460,Tortosa,Tarragona,Cataluña,tortosa,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172001.0,tortella
43510,0.52500631,40811021460,Tortosa,Tarragona,Cataluña,tortosa,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172001.0,tortella
43517,0.52500631,40811021460,Tortosa,Tarragona,Cataluña,tortosa,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172001.0,tortella
43527,0.52500631,40811021460,Tortosa,Tarragona,Cataluña,tortosa,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172001.0,tortella
43590,0.52500631,40811021460,Tortosa,Tarragona,Cataluña,tortosa,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172001.0,tortella
43897,0.52500631,40811021460,Tortosa,Tarragona,Cataluña,tortosa,Garrotxa,Gerona/Girona,Cataluña/ Catalunya,172001.0,tortella
17536,2018103710.0,42321877630,Toses,Girona,Cataluña,toses,Baix Ebre,Tarragona,Cataluña/ Catalunya,431554.0,tortosa
17320,2930461000.0,41721889000,Tossa de Mar,Girona,Cataluña,tossa de mar,Ripollès,Gerona/Girona,Cataluña/ Catalunya,172018.0,toses
46269,-0.58682162,39138157900,Tous,Valencia/València,Comunidad Valenciana,tous,Selva,Gerona/Girona,Cataluña/ Catalunya,172023.0,tossa de mar
12330,0.29109627,40525626290,Traiguera,Castellón/Castelló,Comunidad Valenciana,traiguera,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46246.0,tous
22583,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
22584,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25583,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25584,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25620,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25633,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25634,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25635,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25636,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25637,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25640,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
25654,0.8956651,42167276630,Tremp,Lleida,Cataluña,tremp,El Baix Maestrat,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12121.0,traiguera
46177,-1039652850.0,39763546020,Tuéjar,Valencia/València,Comunidad Valenciana,tuejar,Pallars Jussà,Lerida/ Lleida,Cataluña/ Catalunya,252347.0,tremp
46389,-0.71026832,39388841520,Turís,Valencia/València,Comunidad Valenciana,turis,Los Serranos,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46247.0,tuejar
17140,3108347470.0,42051773530,Ullà,Girona,Cataluña,ulla,La Ribera Alta,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46248.0,turis
8231,1957459330.0,41527617700,Ullastrell,Barcelona,Cataluña,ullastrell,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,172044.0,ulla
17114,3068678930.0,42000430510,Ullastret,Girona,Cataluña,ullastret,Vallès Occidental,Barcelona,Cataluña/ Catalunya,82900.0,ullastrell
43550,0.44722489,40596953640,Ulldecona,Tarragona,Cataluña,ulldecona,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,172057.0,ullastret
43558,0.44722489,40596953640,Ulldecona,Tarragona,Cataluña,ulldecona,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,172057.0,ullastret
43559,0.44722489,40596953640,Ulldecona,Tarragona,Cataluña,ulldecona,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,172057.0,ullastret
43363,0.87601472,41322769490,Ulldemolins,Tarragona,Cataluña,ulldemolins,Montsià,Tarragona,Cataluña/ Catalunya,431567.0,ulldecona
17133,3034623180.0,42036264840,Ultramort,Girona,Cataluña,ultramort,Priorat,Tarragona,Cataluña/ Catalunya,431573.0,ulldemolins
17538,1854183010.0,42349934330,Urús,Girona,Cataluña,urus,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,172039.0,ultramort
12118,-0.16380357,40157040480,Useras/les Useres,Castellón/Castelló,Comunidad Valenciana,useras les useres,Cerdanya,Gerona/Girona,Cataluña/ Catalunya,172060.0,urus
12122,-0.16380357,40157040480,Useras/les Useres,Castellón/Castelló,Comunidad Valenciana,useras les useres,Cerdanya,Gerona/Girona,Cataluña/ Catalunya,172060.0,urus
12131,-0.16380357,40157040480,Useras/les Useres,Castellón/Castelló,Comunidad Valenciana,useras les useres,Cerdanya,Gerona/Girona,Cataluña/ Catalunya,172060.0,urus
46300,-1205386010.0,39567154970,Utiel,Valencia/València,Comunidad Valenciana,utiel,L'Alcalatén,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12122.0,useres les useras
46312,-1205386010.0,39567154970,Utiel,Valencia/València,Comunidad Valenciana,utiel,L'Alcalatén,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12122.0,useres les useras
46313,-1205386010.0,39567154970,Utiel,Valencia/València,Comunidad Valenciana,utiel,L'Alcalatén,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12122.0,useres les useras
46321,-1205386010.0,39567154970,Utiel,Valencia/València,Comunidad Valenciana,utiel,L'Alcalatén,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12122.0,useres les useras
8233,1917618440.0,41607268940,Vacarisses,Barcelona,Cataluña,vacarisses,La Plana de Utiel-Requena,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46249.0,utiel
46001,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46002,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46003,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46004,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46005,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46006,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46007,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46008,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46009,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46010,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46011,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46012,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46013,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46014,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46015,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46016,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46017,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46018,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46019,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46020,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46021,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46022,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46023,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46024,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46025,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46026,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46035,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46112,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46131,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
46135,-0.37565717,39475344410,València,Valencia/València,Comunidad Valenciana,valencia,Alt Empordà,Gerona/Girona,Cataluña/ Catalunya,170144.0,vajol la
12193,-0.03507496,40175520050,Vall d'Alba,Castellón/Castelló,Comunidad Valenciana,vall dalba,València,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46250.0,valencia
12194,-0.03507496,40175520050,Vall d'Alba,Castellón/Castelló,Comunidad Valenciana,vall dalba,València,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46250.0,valencia
12414,-0.4563771,39903760490,Vall de Almonacid,Castellón/Castelló,Comunidad Valenciana,vall de almonacid,La Marina Alta,Alicante/Alacant,Comunidad Valenciana/ Comunitat valenciana,3134.0,vall dalcala la
25570,1228272270.0,42563778170,Vall de Cardós,Lleida,Cataluña,vall de cardos,Alta Ribagorça,Lerida/ Lleida,Cataluña/ Catalunya,250432.0,vall de boi la
25571,1228272270.0,42563778170,Vall de Cardós,Lleida,Cataluña,vall de cardos,Alta Ribagorça,Lerida/ Lleida,Cataluña/ Catalunya,250432.0,vall de boi la
25572,1228272270.0,42563778170,Vall de Cardós,Lleida,Cataluña,vall de cardos,Alta Ribagorça,Lerida/ Lleida,Cataluña/ Catalunya,250432.0,vall de boi la
25576,1228272270.0,42563778170,Vall de Cardós,Lleida,Cataluña,vall de cardos,Alta Ribagorça,Lerida/ Lleida,Cataluña/ Catalunya,250432.0,vall de boi la
25717,1228272270.0,42563778170,Vall de Cardós,Lleida,Cataluña,vall de cardos,Alta Ribagorça,Lerida/ Lleida,Cataluña/ Catalunya,250432.0,vall de boi la
3787,-0.22174105,38822009230,Vall de Gallinera,Alicante/Alacant,Comunidad Valenciana,vall de gallinera,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,259010.0,vall de cardos
3788,-0.22174105,38822009230,Vall de Gallinera,Alicante/Alacant,Comunidad Valenciana,vall de gallinera,Pallars Sobirà,Lerida/ Lleida,Cataluña/ Catalunya,259010.0,vall de cardos
46691,-0.69205225,38894603020,Vallada,Valencia/València,Comunidad Valenciana,vallada,La Plana Baixa,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12126.0,vall duixo la
46145,-1338900970.0,40063105010,Vallanca,Valencia/València,Comunidad Valenciana,vallanca,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46251.0,vallada
12230,-0.33665307,40030597870,Vallat,Castellón/Castelló,Comunidad Valenciana,vallat,El Rincón de Ademuz,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46252.0,vallanca
8785,1705669520.0,41518944580,Vallbona d'Anoia,Barcelona,Cataluña,vallbona danoia,El Alto Mijares,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12123.0,vallat
25268,1089066620.0,41525286500,Vallbona de les Monges,Lleida,Cataluña,vallbona de les monges,Anoia,Barcelona,Cataluña/ Catalunya,82922.0,vallbona danoia
25269,1089066620.0,41525286500,Vallbona de les Monges,Lleida,Cataluña,vallbona de les monges,Anoia,Barcelona,Cataluña/ Catalunya,82922.0,vallbona danoia
8699,1818207180.0,42203922930,Vallcebre,Barcelona,Cataluña,vallcebre,Urgell,Lerida/ Lleida,Cataluña/ Catalunya,252385.0,vallbona de les monges
43439,0.98258499,41377476590,Vallclara,Tarragona,Cataluña,vallclara,Berguedà,,Cataluña/ Catalunya,82938.0,vallcebre
7170,2622183520.0,39709269210,Valldemossa,Illes Balears,Illes Balears,valldemossa,,,,,
7190,2622183520.0,39709269210,Valldemossa,Illes Balears,Illes Balears,valldemossa,,,,,
46818,-0.5562545,38985457850,Vallés,Valencia/València,Comunidad Valenciana,valles,Conca de Barberà,Tarragona,Cataluña/ Catalunya,431589.0,vallclara
25617,0.81511418,41752339580,Vallfogona de Balaguer,Lleida,Cataluña,vallfogona de balaguer,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46253.0,valles
25680,0.81511418,41752339580,Vallfogona de Balaguer,Lleida,Cataluña,vallfogona de balaguer,La Costera,Valencia/València,Comunidad Valenciana/ Comunitat valenciana,46253.0,valles
17862,2302733780.0,42196225660,Vallfogona de Ripollès,Girona,Cataluña,vallfogona de ripolles,Noguera,Lerida/ Lleida,Cataluña/ Catalunya,252402.0,vallfogona de balaguer
43427,1236408600.0,41563037360,Vallfogona de Riucorb,Tarragona,Cataluña,vallfogona de riucorb,Ripollès,Gerona/Girona,Cataluña/ Catalunya,171707.0,vallfogona de ripolles
8470,2510164950.0,41647715630,Vallgorguina,Barcelona,Cataluña,vallgorguina,Conca de Barberà,Tarragona,Cataluña/ Catalunya,431592.0,vallfogona de riucorb
8471,2510164950.0,41647715630,Vallgorguina,Barcelona,Cataluña,vallgorguina,Conca de Barberà,Tarragona,Cataluña/ Catalunya,431592.0,vallfogona de riucorb
12315,0.04667053,40603020830,Vallibona,Castellón/Castelló,Comunidad Valenciana,vallibona,Vallès Oriental,Barcelona,Cataluña/ Catalunya,82943.0,vallgorguina
8759,1931076490.0,41385429320,Vallirana,Barcelona,Cataluña,vallirana,Els Ports,Castellón/Castelló,Comunidad Valenciana/ Comunitat valenciana,12127.0,vallibona
17253,3125521870.0,41881003670,Vall-llobrega,Girona,Cataluña,vallllobrega,Baix Llobregat,Barcelona,Cataluña/ Catalunya,82956.0,vallirana
43144,1248194830.0,41243737330,Vallmoll,Tarragona,Cataluña,vallmoll,Baix Empordà,Gerona/Girona,Cataluña/ Catalunya,172095.0,vallllobrega
8188,2308303480.0,41526136660,Vallromanes,Barcelona,Cataluña,vallromanes,Alt Camp,Tarragona,Cataluña/ Catalunya,431606.0,vallmoll
43491,1247384200.0,41283888500,Valls,Tarragona,Cataluña,valls,Vallès Oriental,Barcelona,Cataluña/ Catalunya,82969.0,vallromanes
43800,1247384200.0,41283888500,Valls,Tarragona,Cataluña,valls,Vallès Oriental,Barcelona,Cataluña/ Catalunya,82969.0,vallromanes
